english|french
thorvald|Thorvald
thorvald the warrior|Thorvald le guerrier
thrander|Thrander
thrantax the mighty|Thrantax le Puissant
thrower troll|Troll lanceur
thug|Voyou
thumpy|Thumpy
thurgo|Thurgo
thurid|Thurid
thyria|Thyria
tiadeche|Tiadeche
ticket dwarf|Nain vendeur de billets
ticket goblin|Gobelin vendeur de billets
ticket merchant|Marchand de billets
tide|Marée
tiger shark|Requin tigre
tiles|Carreaux
tilt|Tilt
tim|Tim
timallus|Timallus
timble|Timble
timfraku|Timfraku
tin ore|Minerai d'étain
tina|Tina
tindar|Tindar
tindel marchant|Marchand Tindel
tinsay|Tinsay
tinse torpe|Tinse Torpe
tiny tempor|Petit tempor
tirrie|Tirrie
tizoro|Tizoro
tjorvi|Tjorvi
toban|Toban
toby|Toby
toch|Toch
toci|Toci
tok-xil|Tok-Xil
tolna|Tolna
tom|Tom
tomas lawry|Tomas Lawry
tombar|Tombar
tommy 2-times|Tommy 2 fois
tonali archer|Tonali Archer
tonali warrior|Tonali Warrior
tool leprechaun|Tool Leprechaun
toothy|Toothy
topsy|Topsy
torag the corrupted|Torag le Corrompu
torbrund|Torbrund
torcher|Torcher
torfinn|Torfinn
tormented demon|Démon tourmenté Levele 1
tormented soul|Âme tourmentée
tormented warrior|Guerrier tourmenté
tornado|Tornade
torrcs|Torrcs
torrell|Torrell
tortoise|Tortue
tortured gorilla|Gorille torturé
tortured soul|Âme torturée
tostig|Tostig
totem|Totem
toucan|Toucan
tough guy|Dur à cuire
tourist|Touriste
tower advisor|Conseiller de la tour
tower archer|Archer de la tour
tower guard|Garde de la tour
tower mage|Mage de la tour
town crier|Crieur public
town guard|Garde municipal Levele 1 à barbe orange
toy cat|Chat jouet
tracker gnome 1|Gnome traqueur Levele 1
tracker gnome 2|Gnome traqueur Levele 2
tracker gnome 3|Gnome traqueur Levele 3
trade referee|Arbitre commercial
trader|Marchand
trader crewmember|Membre d'équipage marchand
trader stan|Marchand Stan
trader sven|Marchand Sven
tragacanth|Tragacanthe
trainee guard|Garde stagiaire Levele 1
trainer nacklepen|Entraîneur Nacklepen
tramp|Vagabond
trapped soul|Trapped Soul
traxi|Traxi
treacle|Treacle
treasure fairy|Fée du trésor
tree spirit|Esprit des arbres
trefaji|Trefaji
treus dayth|Treus Dayth
treznor|Treznor
tribal weapon salesman|Vendeur d'armes tribales
tribesman|Membre de la tribu
tribeswoman|Membre de la tribu
tristan|Tristan
trobert|Trobert
trogen konungarde|Trogen Konungarde
troll|Troll
troll child|Enfant troll
troll father|Père troll
troll general|Général troll
troll mother|Mère troll
troll spectator|Spectateur troll
trolley|Chariot
tropical wagtail|Bergeronnette tropicale
trossa|Trossa
trotters|Trotters
trufitus|Trufitus
tstanon karlak|Tstanon Karlak
tsunami|Tsunami
tumeken's guardian|Gardien de Tumeken
tumeken's warden|Gardien de Tumeken
turael|Turael
turbogroomer|Turbogroomer
turgall|Turgall
turgok|Turgok
turgon|Turgon
turkey|Dinde
turoth|Turoth
tutab|Tutab
twig|Twig
twiggy o'korn|Twiggy O'Korn
twisted banshee|Twisted Banshee
two-pints|Two-pints
tyke|Tyke
tynan|Tynan
typhor|Typhor
tyras guard|Garde Tyras
tyss|Tyss
tz-kek|Tz-Kek
tz-kih|Tz-Kih
tzatelli|Tzatelli
tzhaar-hur|TzHaar-Hur
tzhaar-hur-lek|TzHaar-Hur-Lek
tzhaar-hur-rin|TzHaar-Hur-Rin
tzhaar-hur-tel|TzHaar-Hur-Tel
tzhaar-hur-zal|TzHaar-Hur-Zal
tzhaar-ket|TzHaar-Ket
tzhaar-ket-keh|TzHaar-Ket-Keh
tzhaar-ket-rak|TzHaar-Ket-Rak
tzhaar-ket-yil|TzHaar-Ket-Yil
tzhaar-ket-zuh|TzHaar-Ket-Zuh
tzhaar-mej|TzHaar-Mej
tzhaar-mej-bal|TzHaar-Mej-Bal
tzhaar-mej-dir|TzHaar-Mej-Dir
tzhaar-mej-jal|TzHaar-Mej-Jal
tzhaar-mej-kah|TzHaar-Mej-Kah
tzhaar-mej-roh|TzHaar-Mej-Roh
tzhaar-xil|TzHaar-Xil
tziuhtla|Tziuhtla
tzkal-zuk|TzKal-Zuk
tzrek-jad|Tzrek-jad
tztok-jad|TzTok-Jad
ueman, teoki of ralos|Ueman, Teoki de Ralos
ug|Ug
uglug nar|Uglug Nar
ugthanki|Ugthanki
ulfric|Ulfric
ulifed|Ulifed
ulina|Ulina
ulizius|Ulizius
ulsquire shauncy|Ulsquire Shauncy
umbra|Umbra
unbound jaltok-jad|Unbound JalTok-Jad
undead chicken|Poulet mort-vivant
undead combat dummy|Mannequin d'entraînement mort-vivant
undead cow|Vache mort-vivante
undead druid|Undead Druid
undead hero|Undead Hero
undead lumberjack|Undead Lumberjack
undead mage|Mage mort-vivant
undead one|Mort-vivant
undead tree|Arbre mort-vivant
undead zealot|Zélote mort-vivant
underwater horror|Horreur sous-marine
undor|Undor
unferth|Unferth Levele 1
unfinished beehive|Ruche inachevée
ungadulu|Ungadulu
unicorn|Licorne
unicorn foal|Poulain licorne
unicorn1337kilr|Licorne1337Kilr
unicow|Licorne
unstable ice|Glace instable
unstable orb|Orbe instable
unusual chicken|Poulet inhabituel
uodai|Uodai
upset easter egg hunter|Chasseur d'œufs de Pâques contrarié
ur-lun|Ur-lun
ur-meg|Ur-meg
ur-pel|Ur-pel
ur-taal|Ur-taal
ur-tag|Ur-tag
ur-vass|Ur-vass
ur-zek|Ur-zek
urbi|Urbi
uri|Uri
urium shade|Ombre d'Urium
usi|Usi
utrec|Utrec
uurrak quo narga|Uurrak quo Narga
uwogo|Uwogo
uyoro|Uyoro
v|V
vaeringk|Vaeringk
vaire|Vaire
valaine|Valaine
valantay eppel|Valantay Eppel
valdez|Valdez
valentin rasputin|Valentin Rasputin
valentina diaemus|Valentina Diaemus
valeria|Valeria
valgerd|Valgerd
vallessia dracyula|Vallessia Dracyula
vallessia von pitt|Vallessia von Pitt
vampyre juvenile|Vampyre juvénile
vampyre juvinate|Vampyre juvénile
vampyre kraken|Vampyre kraken
vampyressa van von|Vampyressa van Von
vampyric hound|Chien vampirique
vampyrus diaemus|Vampyrus Diaemus
vanescula drakan|Vanescula Drakan
vanessa|Vanessa
vanguard|Avant-garde
vanligga gastfrihet|Vanligga Gastfrihet
vannah|Vannah
vannaka|Vannaka
vanstrom klause|Vanstrom Klause
vardorvis|Vardorvis
vardorvis' head|La tête de Vardorvis
varrian sobak|Varrian Sobak
vasa nistirio|Vasa Nistirio
vasile|Vasile
vasquen|Vasquen
vefari|Vefari
veliaf hurtz|Veliaf Hurtz
velorina|Velorina
velrak the explorer|Velrak l'explorateur
venenatis|Venenatis
venenatis spiderling|Araignée de Venenatis
venenatis' spiderling|Araignée de Venenatis
veos|Veos
vera|Vera
verac the defiled|Verac le souillé
verak|Verak
vermundi|Vermundi
veronica|Veronica
vertida sefalatis|Vertida Sefalatis
verzik vitur|Verzik Vitur
vespine soldier|Soldat vespine
vespula|Vespula
vestri|Vestri
vet'ion|Vet'ion
vet'ion jr.|Vet'ion jr.
victor|Victor
victoria kebbit-monkfish|Victoria Kebbit-Monkfish
viero|Viero
viggora|Viggora
vigr|Vigr
vigroy|Vigroy
viking|Viking
viking woman|Femme viking
villa guard|Garde de villa
villager|Villageois
villia|Villia
vincens|Vincens
vineyard foreman|Contremaître de vignoble
vineyard worker|Ouvrier de vignoble
violetta sanguine|Violetta Sanguine
virilis|Virilis
vitreous chilled jelly|Gelée vitreuse glacée
vitreous jelly|Gelée vitreuse
vitreous warped jelly|Gelée vitreuse déformée
viyeldi|Viyeldi
vlad bechstein|Vlad Bechstein
vlad diaemus|Vlad Diaemus
vladimir|Vladimir
voice of yama|Voix de Yama
void flare|Éclair du vide
void knight|Chevalier du Vide
volatile baboon|Babouin volatil
volatile earth|Terre volatile
volf olafson|Volf Olafson
von van von|Von van Von
vonnetta varnis|Vonnetta Varnis
vorbio|Vorbio
vorkath|Vorkath
vorki|Vorki
vormar vakan|Vormar Vakan
vornas quo maten|Vornas quo Maten
vortas quo keran|Vortas quo Keran
vritra|Vritra
vulcan orvoros|Vulcan Orvoros
vulture|Vautour
vyre orator|Oratrice Vyre
vyrelady|Vyrelady
vyrelord|Vyrelord
vyrewatch|Vyrewatch
vyrewatch sentinel|Vyrewatch Sentinel
wagchin|Wagchin
waiter|Serveur
wall beast|Bête des murs
wallasalki|Wallasalki
wally|Wally
wanderer|Vagabond
wandering guard|Garde errant
wandering impling|Impling errant
war ship|Navire de guerre
warden|Gardien
warmhandz|Warmhandz
warped jelly|Gelée déformée
warped terrorbird|Oiseau terrifiant déformé
warped tortoise|Tortue déformée
warrior|Guerrier
warrior of murahs|Guerrier de Murahs
watchman|Gardien
watchtower wizard|Tour de guet Sorcier
water elemental|Élémentaire d'eau
water spell|Sort d'eau
water wizard|Sorcier de l'eau
waterfiend|Démon de l'eau
watson|Watson
wave|Vague
waydar|Waydar
waymottin|Waymottin
wayne|Wayne
weak barrier|Barrière faible
weak catalytic guardian|Gardien catalytique faible
weak elemental guardian|Gardien élémentaire faible
wealthy citizen|Citoyen riche Levele 1
weaponsmaster|Maître d'armes
weast side49|Côté ouest 49
weave|Tissage
web|Toile
weird old man|Vieil homme étrange
well-armed foe|Ennemi bien armé
well-dressed man|Homme bien habillé
wemund|Wemund
wengra quo sihar|Wengra quo Sihar
werewolf|Loup-garou
wesley|Wesley
weve|Weve
whale|Baleine
wheeler|Wheeler
whirlpool|Tourbillon
white chisel director|Directeur White Chisel
white chisel secretary|Secrétaire White Chisel
white golem|Golem blanc
white jaguar|Jaguar blanc
white knight|Chevalier blanc
white partyhat|Chapeau de fête blanc
white wolf|Loup blanc
wholoucindy57|WhoLouCindy57
wighted leech|Sangsue hantée
wild beehive|Ruche sauvage
wild broav|Broav sauvage
wild dog|Chien sauvage
wild kebbit|Kebbit sauvage
wilf|Wilf
will|Will
will o' the wisp|Feu follet
william|William
willow|Saule
wilough|Wilough
wilson|Wilson
wily cat|Chat rusé
wind spell|Sortilège du vent
winelda|Winelda
wingman skree|Wingman Skree
wingstone|Wingstone
winkin|Winkin
winter elemental|Élémentaire hivernal
winter soldier|Soldat hivernal
wintertoad|Crapaud hivernal
wintumber tree|Arbre Wintumber
wise old man|Vieil homme sage
wiskit|Wiskit
wisp|Wisp
wistan|Wistan
witch|Sorcière
witch's cat|Chat de la sorcière
witch's experiment|Expérience de la sorcière
witchaven villager|Villageois de Witchaven
wizard|Sorcier
wizard akutha|Sorcier Akutha
wizard cromperty|Sorcier Cromperty après le journal intime
wizard distentor|Sorcier Distentor
wizard frumscone|Sorcier Frumscone
wizard grayzag|Sorcier Grayzag
wizard jalarast|Sorcier Jalarast
wizard mizgog|Sorcier Mizgog
wizard persten|Sorcier Persten
wizard sinina|Sorcier Sinina
wizard traiborn|Sorcier Traiborn
wizguard|Wizguard
wolf|Loup
wolfbone|Os de loup
wolfman|Homme-loup
wolfwoman|Femme-loup
woman|Femme
woman-at-arms|Femme soldat
wood dryad|Dryade des bois
woodcutting leprechaun|Lutin bûcheron
woodsman tutor|Tuteur bûcheron
woofson|Woofson
worker|Ouvrier
workman|Ouvrier
worm tongue|Langue de ver
wormbrain|Cerveau de ver
wounded soldier|Soldat blessé
wurbel|Wurbel
wuss|Wuss
wwf conservationist|Conservationniste WWF
wydin|Wydin
wyrm|Wyrm
wyrmling|Wyrmling
wyson the gardener|Wyson le jardinier
wyvern display|Affichage Wyvern
xamphur|Xamphur
xarpus|Xarpus
xi plzpetdogz xix|Xi plzPetDogz xiX
xilo|Xilo
xochitl|Xochitl
xocotla|Xocotla
xolo|Xolo
xopanatl, teoki of ralos|Xopanatl, Teoki de Ralos
xorrah quo sihar|Xorrah quo Sihar
yadech strongarm|Yadech Strongarm
yadviga|Yadviga
yak|Yak
yama|Yama
yami|Yami
yanes|Yanes
yann the unlucky|Yann le malchanceux
yanni salika|Yanni Salika
yarnio|Yarnio
yarsul|Yarsul
yeldive|Yeldive
yellow fortune director|Directeur de la fortune jaune
yellow fortune secretary|Secrétaire de la fortune jaune
yellow partyhat|Chapeau de fête jaune
yellow sheep|Mouton jaune
yellow snow|Neige jaune
yenrab|Yenrab
yeti|Yéti
yewnock the engineer|Yewnock l'ingénieur
ymladd|Ymladd
yo-yo|Yo-yo
yohnus|Yohnus
yolotli, teoki of ralos|Yolotli, Teoki de Ralos
young 'un|Jeune
young impling|Jeune impling
youngllef|Youngllef
yrsa|Yrsa
ysbeid|Ysbeid
ysgawyn|Ysgawyn
ystwyth|Ystwyth
yt-hurkot|Yt-HurKot
yt-mejkot|Yt-MejKot
yulf squecks|Yulf Squecks
yuri|Yuri
yusuf|Yusuf
zaff|Zaff
zahra|Zahra
zahur|Zahur
zahwa|Zahwa
zakl'n gritch|Zakl'n Gritch
zalcano|Zalcano
zamorak crafter|Artisan de Zamorak
zamorak mage|Mage de Zamorak
zamorak ranger|Ranger de Zamorak
zamorak warrior|Guerrier de Zamorak
zamorak wizard|Sorcier de Zamorak
zamorakian acolyte|Acolyte de Zamorak
zamorakian recruiter|Recruteur de Zamorak
zanaris choir|Chœur de Zanaris
zandar horfyre|Zandar Horfyre
zanik|Zanik
zapper|Zapper
zaros|Zaros
zavistic rarve|Zavistic Rarve
zealot|Zélote
zebak|Zebak
zebak's phantom|Fantôme de Zebak
zebak's tail|Queue de Zebak
zeke|Zeke
zembo|Zembo
zemouregal|Zemouregal
zenesha|Zenesha
zenkog|Zenkog
ziggy|Ziggy
zimberfizz|Zimberfizz
zogre|Zogre
zoja|Zoja
zombie|Zombie
zombie head|Tête de zombie
zombie monk|Moine zombie
zombie pirate|Pirate zombie
zombie protester|Manifestant zombie Levele 1
zombie rat|Rat zombie Levele 1
zombie swab|Mouchoir zombie Levele 1
zombie thrall|Zombie Thrall
zombies champion|Champion des zombies
zombified spawn|Zombifié Spawn
zoo keeper|Gardien du zoo
zooknock|Zooknock
zorgoth|Zorgoth
zul-aniel|Zul-Aniel
zul-areth|Zul-Areth
zul-cheray|Zul-Cheray
zul-gutusolly|Zul-Gutusolly
zul-onan|Zul-Onan
zul-urgish|Zul-Urgish
zulrah|Zulrah
zuma|Zuma
zygomite|Zygomite
