Hello?|Allô ?
You are currently on a free world. If you want to switch to a members' world and enjoy all of the benefits, you'll need to purchase membership. You can do so using the store in the Account Management menu.|Vous êtes actuellement dans un monde gratuit. Si vous souhaitez passer à un monde réservé aux membres et profiter de tous les avantages, vous devrez acheter un abonnement. Vous pouvez le faire via la boutique dans le menu Gestion du compte.
Next up, you have your inbox. The inbox is where you'll receive important information related to your account and the game. Be sure to keep an eye on it.|Ensuite, vous avez votre boîte de réception. La boîte de réception est l'endroit où vous recevrez des informations importantes concernant votre compte et le jeu. Veillez à la consulter régulièrement.
Finally, you have your display name. Every account has a unique display name. If you don't like your current one, you can change it with the name changer.|Enfin, vous avez votre nom d'affichage. Chaque compte a un nom d'affichage unique. Si vous n'aimez pas celui que vous avez actuellement, vous pouvez le modifier à l'aide du changeur de nom.
Anyway, that's everything. I hope that has helped you out.|Voilà, c'est tout. J'espère que cela vous a aidé.
Hey there adventurer. I am Gordon, the Account security tutor. I can help you with anything account security related, would you like to know anything?|Bonjour, aventurier. Je m'appelle Gordon, je suis le tuteur en sécurité des comptes. Je peux vous aider pour tout ce qui concerne la sécurité des comptes, avez-vous des questions ?
How can I keep my account secure?|Comment puis-je sécuriser mon compte ?
There are many ways you can strengthen your account security, which would you like to hear more about?|Il existe de nombreuses façons de renforcer la sécurité de votre compte, sur laquelle souhaitez-vous en savoir plus ?
Tell me about passwords.|Parlez-moi des mots de passe.
Your password is the first line of defence in keeping your account secure.|Votre mot de passe est la première ligne de défense pour assurer la sécurité de votre compte.
When choosing a password, make sure to keep it unique. You can do this by using a mix of letters and numbers. You could even use numbers in the middle of your password.|Lorsque vous choisissez un mot de passe, veillez à ce qu'il soit unique. Pour cela, vous pouvez utiliser une combinaison de lettres et de chiffres. Vous pouvez même utiliser des chiffres au milieu de votre mot de passe.
For extra security, you should make sure you use a different password for your account and email.|Pour plus de sécurité, veillez à utiliser un mot de passe différent pour votre compte et votre messagerie électronique.
You should keep your password safe and tell no one. Not even your friends or family.|Vous devez garder votre mot de passe secret et ne le divulguer à personne. Pas même à vos amis ou à votre famille.
Is there anything else you would like to know?|Y a-t-il autre chose que vous aimeriez savoir ?
Tell me about securing my email.|Parlez-moi de la sécurisation de mon e-mail.
Make sure you use a separate password for your email account. This will help boost your security and make it less likely for hijackers to steal your account.|Veillez à utiliser un mot de passe distinct pour votre compte de messagerie. Cela renforcera votre sécurité et réduira le risque que des pirates informatiques volent votre compte.
You should also enable two-step authentication on your email account, if your email supports it.|Vous devriez également activer l'authentification en deux étapes sur votre compte de messagerie, si celui-ci le permet.
This could be done through an authenticator app supplied by your email provider, or it could be done using your mobile phone number.|Cela peut être fait via une application d'authentification fournie par votre fournisseur de messagerie, ou à l'aide de votre numéro de téléphone portable.
The type of authenticator changes based on provider, but when active, hijackers will find it hard to access your account. Also, if you get any backup codes, keep them safe.|Le type d'authentificateur varie selon le fournisseur, mais lorsqu'il est activé, les pirates auront plus de mal à accéder à votre compte. De plus, si vous recevez des codes de secours, conservez-les en lieu sûr.
Tell me about the authenticator.|Parlez-moi de l'authentificateur.
The RuneScape authenticator will provide your account with another layer of security against hijackers who might want to steal your account.|L'authentificateur RuneScape fournira à votre compte une couche de sécurité supplémentaire contre les pirates qui pourraient vouloir voler votre compte.
As well as requiring a password to enter your account, you will also need a randomly generated number from the authenticator app to login.|En plus d'un mot de passe pour accéder à votre compte, vous aurez également besoin d'un numéro généré aléatoirement par l'application d'authentification pour vous connecter.
You can enable the authenticator by checking your account page on the official RuneScape website.|Vous pouvez activer l'authentificateur en consultant la page de votre compte sur le site officiel de RuneScape.
If you like, I can take you to a useful web page about the RuneScape authenticator.|Si vous le souhaitez, je peux vous diriger vers une page web utile sur l'authentificateur RuneScape.
The player's default browser will open this web page .|Le navigateur par défaut du joueur ouvrira cette page web .
No thanks.|Non merci.
Tell me about securing my bank.|Parlez-moi de la sécurisation de ma banque.
If someone does get into your account, you should make sure your bank is secure.|Si quelqu'un accède à votre compte, vous devez vous assurer que votre banque est sécurisée.
To keep your bank secure, you should make sure to set a bank pin. A bank pin is a 4 digit code you will need to put in to access your bank.|Pour sécuriser votre banque, vous devez définir un code PIN bancaire. Un code PIN bancaire est un code à 4 chiffres que vous devrez saisir pour accéder à votre banque.
It seems I don't have one setup. How do I got [ sic ] about setting up a bank pin?|Il semble que je n'en ai pas configuré. Comment puis-je configurer un code PIN bancaire ?
To setup a bank pin you will need to visit any bank where you can find a banker. You should then speak to the banker and ask them about setting up a bank pin.|Pour configurer un code PIN bancaire, vous devez vous rendre dans n'importe quelle banque où vous pouvez trouver un banquier. Vous devez ensuite vous adresser au banquier et lui demander de configurer un code PIN bancaire.
After the bank pin has been set, you will need to wait a few days for the pin to take effect.|Une fois le code PIN bancaire configuré, vous devrez attendre quelques jours pour qu'il soit actif.
Thanks, I should go speak to a banker right away.|Merci, je vais aller parler à un banquier tout de suite.
Good thing I already have one set.|Heureusement que j'en ai déjà un.
Good on you [lad/lass]! Great work.|Bravo [mon garçon/ma fille] ! Excellent travail.
Tell me about the Stronghold of Security.|Parlez-moi de la forteresse de sécurité.
The Stronghold of Security can be found in the Barbarian Village, west of Varrock.|La Forteresse de la sécurité se trouve dans le village barbare, à l'ouest de Varrock.
Here you will be tested on your knowledge of account security. You will need to make your way to the bottom floor while answering question on account security and fighting monsters.|Vous y serez testé sur vos connaissances en matière de sécurité des comptes. Vous devrez vous frayer un chemin jusqu'au dernier étage tout en répondant à des questions sur la sécurité des comptes et en combattant des monstres.
Be aware, the deeper into the stronghold you go, the tougher the monster will be. So make sure you bring your best equipment and some food.|Sachez que plus vous vous enfoncerez dans la forteresse, plus les monstres seront coriaces. Assurez-vous donc d'emporter votre meilleur équipement et de la nourriture.
If you do manage to make it to the end of each floor, you will be able to loot the chest for some loot. But only once per floor.|Si vous parvenez à atteindre la fin de chaque étage, vous pourrez piller le coffre pour obtenir un butin. Mais une seule fois par étage.
If you decide to kill the monsters, you might find they drop some skull sceptre pieces.|Si vous décidez de tuer les monstres, vous trouverez peut-être des morceaux de sceptre crânien.
Interesting, thanks for the information.|Intéressant, merci pour l'information.
Can I have a Security book?|Puis-je avoir un livre sur la sécurité ?
Sure thing, here you go.|Bien sûr, le voici.
The Account security tutor hands you a Security book.|Le tuteur en sécurité des comptes vous remet un livre sur la sécurité.
Use it well.|Utilisez-le à bon escient.
You already have one, maybe you should read that one instead.|Vous en avez déjà un, vous devriez peut-être plutôt lire celui-là.
Don't I know you from somewhere?|Je ne vous ai pas déjà vu quelque part ?
Ah, you're probably talking about my twin brother who works at the Port Sarim prison.|Ah, vous parlez probablement de mon frère jumeau qui travaille à la prison de Port Sarim.
He spends all his time giving out security books when he could tell you about security instead.|Il passe son temps à distribuer des brochures sur la sécurité alors qu'il pourrait vous en parler directement.
But don't you give out security books too?|Mais vous distribuez aussi des brochures sur la sécurité, non ?
Well yes, but at least I tell you about account security as well.|Oui, mais au moins, je vous parle aussi de la sécurité des comptes.
That's true. Maybe I shouldn't be too quick to judge.|C'est vrai. Je ne devrais peut-être pas juger trop vite.
No, thank you.|Non, merci.
Come back any time you need any more information on account security.|Revenez quand vous voulez si vous avez besoin d'informations supplémentaires sur la sécurité des comptes.
Greetings. Welcome to the Heroes' Guild.|Bonjour. Bienvenue à la Guilde des héros.
Only the greatest heroes of this land may gain entrance to this guild.|Seuls les plus grands héros de ce pays peuvent entrer dans cette guilde.
I'm a hero - may I apply to join?|Je suis un héros, puis-je postuler pour devenir membre ?
